,likert_5_options_0,likert_5_options_1,likert_5_options_2,likert_5_options_3,likert_5_options_4,likert_5_options_5,likert_5_options_6,likert_5_options_7,likert_5_options_8,likert_5_options_9,likert_5_options_10,likert_5_options_11,likert_5_options_12,likert_5_options_13,likert_5_options_14,likert_5_options_15,likert_5_options_16,likert_5_options_17,likert_5_options_18,likert_5_options_19,likert_5_options_20,likert_5_options_21,likert_5_options_22,likert_5_options_23,likert_5_options_24,likert_5_options_25,likert_5_options_26,likert_5_options_27,likert_5_options_28,likert_5_options_29,likert_5_options_30,likert_5_options_31,likert_5_options_32,likert_5_options_33,likert_5_options_34,likert_5_options_35,likert_5_options_36,likert_5_options_37,likert_5_options_38,likert_5_options_39,likert_7_options_0,likert_7_options_1,likert_7_options_2,likert_7_options_3,likert_7_options_4,likert_7_options_5,likert_7_options_6,likert_7_options_7,likert_7_options_8,likert_7_options_9,likert_2_options_0,likert_2_options_1,likert_2_options_2,likert_2_options_3,likert_2_options_4,likert_2_options_5,likert_2_options_6,likert_2_options_7,likert_2_options_8,likert_2_options_9,target
929,2,4,3,3,2,3,5,5,1,2,5,5,1,2,4,1,2,2,5,2,2,3,4,4,2,5,5,4,3,2,3,1,3,1,2,1,1,1,5,5,4,3,2,7,2,4,6,2,7,4,0,0,0,0,0,0,0,0,0,0,0
930,1,1,1,3,2,3,1,4,5,4,5,4,3,5,2,2,4,5,5,2,4,3,3,4,5,1,2,4,2,2,4,1,1,5,5,2,5,2,5,3,3,6,7,5,4,7,3,5,4,4,0,0,0,0,0,0,0,0,0,0,0
931,1,2,2,5,2,5,3,5,5,3,4,5,2,5,2,1,2,4,2,2,2,3,4,1,4,1,1,4,2,1,5,3,2,3,3,3,4,5,5,5,7,4,3,4,2,6,7,4,1,6,1,0,0,0,0,0,0,0,0,0,1
932,5,5,3,5,5,3,2,4,5,4,4,5,3,1,2,1,4,2,2,2,2,3,3,4,5,1,5,4,1,2,5,5,5,1,4,5,5,1,5,1,3,6,3,7,2,7,1,7,5,2,0,1,0,0,0,1,0,0,0,0,1
933,3,1,5,5,2,3,3,4,5,4,1,1,5,5,3,1,5,4,3,3,1,3,3,4,2,1,1,5,2,2,1,2,2,1,1,5,5,3,1,5,5,5,3,7,5,7,3,4,6,7,0,0,0,0,0,0,1,0,0,0,0
934,5,4,5,1,5,2,3,5,1,3,2,5,5,5,1,1,5,2,2,2,3,3,1,1,1,1,1,4,4,2,5,4,1,5,5,3,1,5,5,1,7,1,3,4,2,3,7,7,5,3,0,0,0,0,0,0,0,0,1,0,0
935,1,1,3,5,1,1,3,4,5,4,1,5,2,2,4,5,5,5,5,2,2,5,5,2,1,1,1,4,4,2,5,3,2,3,2,1,2,5,3,5,3,4,2,5,1,1,3,2,3,6,1,0,0,0,0,0,0,0,0,0,1
936,2,5,3,5,1,2,5,2,1,3,2,2,3,5,2,3,4,1,1,4,4,1,3,4,5,1,1,4,2,2,5,3,1,1,5,1,4,1,5,4,5,7,5,3,5,4,2,7,5,3,1,0,0,0,1,0,0,0,0,0,0
937,2,4,2,1,2,5,3,2,5,2,1,1,5,5,1,1,2,4,3,5,3,3,3,1,5,4,5,2,2,4,3,1,1,5,3,2,2,1,1,2,3,1,3,1,6,4,4,1,6,2,0,0,0,1,0,0,0,0,0,0,0
938,3,5,3,1,2,2,3,5,5,1,4,4,1,2,4,1,5,4,5,4,4,1,1,2,2,5,5,4,2,2,5,2,1,5,4,5,5,1,2,1,7,1,2,1,5,7,4,7,6,6,0,0,0,1,0,0,0,0,0,0,1
939,4,2,2,3,1,5,5,4,5,1,3,1,1,5,4,3,4,2,4,5,1,3,4,2,5,1,1,4,2,2,1,5,5,4,2,1,1,2,1,5,5,6,2,5,2,7,1,5,1,3,0,1,1,0,0,0,0,0,0,0,0
940,1,5,3,3,1,5,3,2,1,3,3,4,3,1,2,1,4,2,1,2,3,3,3,2,5,1,4,2,3,3,1,4,1,1,3,1,4,5,5,3,5,6,1,5,5,3,3,2,6,6,0,0,0,0,0,0,0,1,1,0,0
941,4,1,2,5,1,3,3,5,5,4,4,4,2,2,2,5,1,2,3,1,2,3,5,4,1,5,3,4,2,2,3,1,1,5,4,1,5,1,5,2,3,1,5,7,7,7,5,4,6,6,0,0,0,1,0,0,0,0,1,0,0
942,2,1,2,1,5,1,4,5,5,4,3,1,3,1,5,1,1,4,2,1,2,1,1,2,1,1,5,4,2,1,5,2,4,3,5,1,4,1,2,1,5,2,1,7,2,4,7,2,5,4,0,0,0,0,1,0,0,0,0,0,1
943,1,1,2,5,2,3,5,2,5,3,3,4,5,2,3,5,4,1,5,4,1,3,1,4,5,1,2,2,2,2,1,1,4,5,4,3,2,1,5,1,7,1,2,5,5,3,7,1,5,2,0,0,0,0,0,0,0,0,1,0,0
944,3,1,2,1,2,1,3,5,2,2,1,5,3,5,3,4,5,3,1,2,2,3,5,4,5,5,4,3,2,3,4,1,1,5,5,1,1,1,3,4,1,5,2,5,5,3,5,7,5,3,0,0,0,0,0,0,0,0,0,0,1
945,4,1,2,4,4,1,3,2,5,5,2,4,2,1,1,1,4,2,2,2,3,3,3,4,5,1,1,4,2,2,1,4,4,1,5,1,1,2,1,4,1,4,3,7,5,6,1,2,1,4,0,0,0,0,0,0,0,0,0,0,0
946,5,4,2,5,2,3,5,5,1,3,4,5,3,5,3,4,2,4,5,3,2,5,3,2,5,1,1,4,2,2,1,1,5,5,1,5,5,5,5,1,4,4,2,7,5,2,7,6,1,3,0,0,0,0,0,1,1,0,0,0,0
947,3,5,2,5,2,2,4,5,1,2,1,5,5,5,2,2,4,4,5,1,1,1,2,4,5,1,5,4,4,2,5,1,2,1,1,5,1,1,5,5,5,6,2,5,2,7,3,6,5,4,0,0,0,0,0,0,0,0,0,0,1
948,3,1,2,5,5,1,3,4,5,2,5,1,3,1,3,4,5,2,3,2,3,1,1,4,3,4,5,4,2,2,2,1,3,5,5,1,4,1,5,1,4,2,2,4,2,1,7,5,5,2,0,0,0,0,0,0,0,0,1,0,0
949,1,4,5,1,5,2,3,5,1,2,5,3,2,1,1,1,4,2,2,3,5,5,3,4,2,5,4,4,1,2,5,1,4,3,1,2,3,3,1,4,3,2,3,5,2,2,5,7,7,1,1,0,0,0,0,0,0,0,0,0,1
950,5,5,2,1,1,2,4,4,5,1,5,4,3,1,3,5,1,4,4,4,2,5,3,2,5,1,1,4,2,2,5,5,4,3,2,1,5,5,1,1,5,4,2,1,2,6,4,7,6,7,0,1,0,0,0,0,0,0,0,0,1
951,5,4,3,1,5,4,5,2,1,1,3,1,3,1,2,1,2,1,3,2,2,2,3,2,1,4,4,4,2,5,1,3,1,5,5,5,5,5,2,1,1,5,2,7,2,3,2,2,6,7,0,0,0,1,1,1,1,0,0,0,0
952,5,5,2,5,2,1,3,5,5,1,1,4,3,2,2,1,4,4,4,4,4,3,3,1,5,1,1,4,2,1,4,5,1,1,2,4,1,1,5,1,1,4,3,5,5,4,3,5,6,1,0,0,0,0,0,0,0,0,1,0,1
953,2,1,5,5,2,2,3,2,1,4,4,4,2,1,3,3,4,4,5,5,4,5,3,1,5,5,1,4,1,2,2,1,5,3,4,4,1,1,1,3,7,6,1,7,2,3,5,5,5,1,0,0,1,0,0,0,0,0,0,0,1
954,2,5,5,4,5,4,3,5,1,4,3,5,1,5,3,3,4,2,2,5,4,5,3,4,1,4,1,4,1,2,5,1,2,5,1,1,5,1,5,1,3,2,3,7,2,3,3,6,6,7,0,0,0,0,0,0,1,0,1,0,1
955,3,2,2,1,2,3,3,2,1,4,1,4,3,5,4,3,4,4,5,1,2,5,3,2,5,1,4,4,2,2,1,4,1,5,2,4,4,2,5,5,4,1,5,5,5,1,3,5,5,3,0,0,0,1,0,0,0,0,0,0,0
956,2,1,2,1,5,4,5,5,4,3,4,5,3,1,5,1,4,2,5,5,3,3,3,4,4,1,1,4,2,2,1,2,1,1,1,2,5,5,1,4,5,3,2,1,2,4,6,7,5,4,0,0,0,0,0,0,0,1,0,0,0
957,3,5,3,3,5,1,3,5,5,3,1,5,3,1,2,2,4,4,5,2,4,1,3,4,1,1,4,3,2,2,3,1,1,5,1,1,1,1,2,3,5,5,2,5,2,7,3,7,1,5,0,0,0,0,0,0,0,0,0,0,0
958,5,5,2,1,2,3,3,2,5,5,1,5,3,5,2,1,4,4,3,5,2,1,5,4,1,1,4,4,3,2,1,1,5,2,2,3,5,4,2,5,5,6,2,5,1,2,1,7,5,3,0,0,0,0,0,0,0,0,0,0,0
959,5,1,2,5,5,4,3,4,1,3,4,5,1,5,5,1,4,2,2,2,2,5,3,1,5,1,1,4,4,4,1,4,1,5,5,5,1,2,5,5,7,1,2,4,2,5,3,7,5,1,0,0,0,0,0,1,0,0,0,0,1
960,4,1,3,1,2,3,4,4,5,3,1,2,2,5,2,1,4,5,3,2,2,5,3,2,5,1,1,4,3,5,5,3,5,1,5,1,5,5,1,3,1,4,3,7,2,2,7,7,5,1,0,0,0,0,1,0,0,0,0,0,1
961,1,1,3,5,5,2,1,5,5,3,1,4,3,2,3,3,2,2,4,5,4,1,3,2,5,5,1,4,2,4,2,1,3,1,1,4,1,1,1,4,1,4,3,4,5,3,6,2,1,5,0,0,0,0,0,0,0,0,0,0,0
962,5,1,3,5,5,5,3,5,5,4,5,2,3,1,1,1,4,4,5,2,3,3,3,4,5,1,1,3,2,5,5,5,3,5,1,1,1,5,4,4,5,1,2,1,2,4,4,7,1,4,0,0,0,1,0,0,0,0,0,0,1
963,4,4,2,5,2,5,3,4,2,3,3,4,3,5,4,4,1,5,3,2,1,3,4,4,4,5,2,4,2,2,5,1,5,5,5,1,1,5,1,2,7,4,2,1,1,3,7,4,5,3,0,0,0,0,0,0,0,1,0,0,0
964,5,1,2,1,1,3,5,2,5,1,3,5,1,5,3,4,5,5,3,4,2,1,3,4,5,5,1,4,1,2,1,4,1,3,5,1,5,1,2,1,3,6,2,1,5,3,3,7,5,4,0,0,0,0,1,0,0,0,0,0,0
965,3,1,5,5,5,3,3,2,5,2,5,4,2,5,3,1,2,4,2,5,2,3,3,4,1,1,1,4,2,1,1,5,1,1,1,2,1,5,5,2,2,1,2,4,1,5,3,7,5,3,0,0,0,0,0,0,0,0,0,0,0
966,1,1,3,1,2,2,5,5,1,3,5,1,5,2,3,5,4,2,2,1,2,3,4,4,2,1,5,4,2,1,2,1,5,5,2,1,1,5,5,5,3,7,2,5,7,2,5,4,4,6,0,0,1,0,0,0,0,0,0,0,0
967,1,2,1,1,5,1,3,2,5,3,4,5,1,2,3,1,5,4,1,2,2,5,4,4,5,1,4,4,2,4,2,1,4,1,1,5,2,1,2,1,3,4,3,7,5,7,3,6,5,6,0,0,0,0,0,1,0,0,0,0,0
968,5,5,5,5,2,2,3,2,1,2,5,5,1,3,3,4,2,4,2,4,4,3,1,4,1,4,1,5,2,1,4,5,3,3,2,1,5,4,1,1,5,5,2,7,2,4,6,7,6,1,0,0,0,0,0,0,0,0,0,0,0
969,3,1,2,5,5,3,4,1,5,2,4,5,3,5,3,1,4,5,2,4,3,5,3,4,5,1,5,4,2,1,5,1,3,1,1,2,2,1,5,1,5,5,1,5,5,3,5,7,2,1,0,0,0,0,0,0,0,0,0,0,0
970,2,5,2,5,2,1,3,2,4,4,1,4,3,5,2,1,5,4,1,4,4,2,1,5,5,5,1,4,2,2,1,1,1,1,1,1,5,4,4,1,7,5,3,7,2,4,7,7,1,4,0,0,0,0,0,0,0,0,0,0,1
971,5,1,5,1,2,3,3,5,5,3,3,4,3,2,2,1,5,2,4,2,2,3,3,2,5,5,2,4,2,1,4,4,1,2,5,1,4,2,2,5,3,4,2,6,7,3,2,7,5,1,0,0,0,0,0,0,0,0,0,0,1
972,5,1,2,5,1,5,4,2,5,3,4,1,3,3,3,1,5,2,2,5,5,3,3,4,5,1,1,4,2,4,2,2,5,3,4,5,5,3,1,4,2,5,2,5,5,7,3,5,1,1,0,0,1,0,0,0,0,0,0,0,0
973,1,1,5,1,5,5,1,2,2,3,1,5,1,1,4,5,4,4,1,2,4,3,3,4,5,1,5,4,2,1,5,5,1,1,1,2,4,2,4,4,7,4,3,5,2,3,4,6,5,7,0,1,0,0,0,0,0,0,0,0,1
974,3,1,2,5,2,4,5,4,2,1,1,4,1,5,2,4,2,5,3,2,2,1,4,2,5,1,1,4,3,1,1,4,5,1,5,4,5,1,1,2,3,1,3,7,1,6,4,1,1,4,0,0,0,0,0,0,1,0,0,0,0
975,1,1,2,5,1,1,5,4,1,2,5,1,3,5,3,3,2,2,5,4,2,1,3,4,2,1,1,2,2,5,1,3,4,5,3,4,5,3,4,2,7,5,2,5,2,7,5,4,5,6,0,0,0,1,0,0,0,0,0,0,0
976,1,3,2,5,1,4,2,2,1,3,4,4,3,5,3,4,1,4,2,5,1,2,3,5,4,5,4,4,2,1,1,1,4,5,5,4,5,1,2,3,5,7,5,5,2,3,3,2,1,3,0,0,0,0,0,0,0,0,0,0,1
977,1,5,3,5,5,2,3,4,5,3,1,4,2,1,2,1,2,2,2,2,2,3,3,1,5,1,4,4,2,4,5,5,2,1,1,4,5,1,1,1,3,4,3,5,2,6,7,1,5,5,1,0,0,0,0,0,0,0,0,0,0
978,3,1,2,3,5,1,5,1,5,4,4,3,1,5,3,4,5,5,1,2,2,5,1,5,1,1,1,4,1,3,1,4,1,5,3,1,1,5,1,5,7,4,2,5,1,7,4,2,6,6,0,0,0,0,0,0,0,0,0,0,0
979,1,2,2,1,5,2,3,4,5,3,5,5,3,1,4,5,2,2,5,2,1,5,1,4,2,1,1,4,1,2,4,5,5,1,1,1,4,3,3,1,7,2,2,5,5,2,3,5,6,3,0,1,0,0,0,0,0,0,0,0,0
980,3,5,3,5,1,1,5,4,1,5,1,4,3,1,3,4,5,4,4,4,2,3,3,1,4,5,4,4,2,5,3,1,5,5,5,5,1,1,1,5,3,2,2,2,5,4,3,7,5,3,0,0,0,1,1,0,0,0,0,1,1
981,3,3,3,5,5,2,4,2,1,1,1,1,3,1,2,4,5,5,3,2,2,3,3,2,2,1,5,4,2,5,1,5,1,5,1,3,1,3,1,1,5,1,1,5,2,3,7,6,5,4,0,1,0,0,0,0,0,0,0,0,0
982,4,4,3,5,1,5,3,4,5,2,4,4,3,5,4,2,4,4,4,4,2,3,4,2,5,4,4,2,1,4,5,5,2,4,4,1,5,4,3,4,1,3,2,7,2,3,7,7,6,6,1,1,0,0,0,0,1,0,0,0,0
983,5,4,2,3,5,1,3,4,1,1,4,4,2,5,3,3,5,2,3,5,3,5,3,1,4,5,5,5,4,5,4,5,1,2,1,3,5,4,4,1,1,4,2,7,5,2,7,7,1,1,0,0,0,0,0,0,1,0,0,0,1
984,1,2,5,1,2,1,4,4,5,1,1,4,1,5,2,3,2,5,3,5,5,3,3,5,1,1,3,4,2,5,3,2,1,5,1,2,4,2,1,1,3,5,3,5,5,3,5,7,6,4,0,0,0,1,0,0,0,0,0,0,1
985,1,5,2,3,2,3,1,1,2,4,5,1,3,2,1,1,5,2,4,2,2,2,5,5,5,5,1,4,4,2,1,4,5,1,5,5,5,5,5,1,1,7,2,1,5,3,3,5,5,6,0,0,1,0,0,0,1,1,0,0,1
986,1,1,5,1,5,1,3,1,1,3,1,5,3,5,4,1,4,4,2,1,4,4,3,1,1,5,1,4,1,2,3,1,5,5,3,5,5,2,1,1,1,6,2,1,2,3,3,7,6,3,0,0,1,0,0,0,0,0,0,0,1
987,1,1,3,3,5,3,2,5,1,3,1,4,3,5,3,1,4,2,4,5,1,1,4,2,5,1,1,5,2,1,1,1,5,2,1,5,1,3,2,1,1,5,2,7,1,2,1,7,5,3,0,0,0,0,0,0,0,0,0,0,0
988,3,4,2,5,2,1,3,5,5,4,4,1,2,5,2,5,4,5,5,4,2,3,3,2,5,1,4,4,2,1,5,5,5,1,1,1,3,5,5,1,1,5,3,5,6,7,5,6,1,1,1,1,0,0,0,0,0,1,0,0,1
989,3,1,3,1,5,1,3,2,5,3,5,3,3,2,3,5,4,4,3,2,5,5,3,4,4,5,1,3,2,2,5,4,3,1,3,1,2,3,4,5,1,5,7,7,5,3,2,5,6,1,0,0,0,0,0,0,0,0,0,0,1
990,3,4,2,5,2,4,3,2,5,3,4,4,3,5,3,1,4,2,2,3,2,1,1,2,1,1,4,4,4,2,2,3,3,1,5,1,4,4,5,5,4,6,3,4,5,2,5,6,5,4,0,0,0,0,1,0,0,0,0,0,0
991,3,1,2,1,5,3,3,5,5,3,2,5,2,5,3,1,4,5,4,4,2,1,3,2,1,5,4,4,2,1,5,3,4,1,1,2,2,5,1,1,3,4,2,1,2,6,3,5,5,2,1,0,0,0,0,0,0,1,0,0,0
992,5,1,3,5,2,1,3,5,5,2,4,3,2,5,1,4,4,1,4,4,1,3,3,1,5,1,1,4,2,1,1,3,1,1,1,5,3,5,1,3,3,5,2,1,2,2,3,2,1,3,0,0,0,0,0,0,0,0,0,0,1
993,3,1,3,5,5,2,3,2,5,3,3,4,3,5,4,5,5,2,2,5,3,5,5,2,4,4,2,4,2,1,4,2,5,1,1,1,1,4,4,1,2,5,2,7,5,5,3,7,2,3,0,0,1,0,0,0,0,0,0,0,1
994,5,4,2,5,2,1,3,4,5,4,5,1,1,5,5,4,1,4,1,2,2,1,3,4,3,1,1,4,3,2,3,3,1,3,4,1,5,2,5,1,4,5,2,5,2,3,5,5,5,1,0,0,0,0,0,0,1,0,0,0,0
995,1,4,2,3,5,4,3,5,5,2,1,4,3,1,3,5,4,4,5,3,1,3,3,1,2,1,1,3,3,1,5,1,4,5,1,1,4,5,5,1,1,6,2,5,1,3,6,6,2,3,0,0,0,0,0,0,0,0,0,0,1
996,5,5,2,5,2,3,5,2,1,5,5,4,1,2,3,1,4,1,1,4,1,5,5,2,4,5,4,4,2,2,5,1,5,5,5,5,1,1,5,1,3,5,2,5,1,3,3,1,6,4,0,0,0,0,0,1,0,0,0,0,1
997,3,1,2,5,2,2,5,5,5,4,1,4,3,5,2,2,4,2,5,3,2,3,4,4,5,1,1,4,1,1,1,2,1,5,3,5,2,1,1,1,2,5,2,1,5,7,3,6,5,1,0,0,0,1,0,0,0,0,0,0,0
998,3,4,3,5,5,3,4,4,5,3,1,5,3,5,5,3,2,2,1,5,1,5,3,2,3,4,1,4,3,5,1,5,2,2,1,5,2,5,2,5,7,5,2,7,5,2,3,4,1,4,0,0,0,0,0,0,0,0,0,0,1
999,3,1,2,5,2,3,4,5,5,1,3,5,3,1,1,3,2,2,5,1,4,3,4,4,1,1,1,4,2,2,4,4,4,2,1,4,1,4,1,5,1,1,1,7,2,5,3,2,1,2,0,0,0,0,0,0,0,0,0,0,1
1000,3,4,2,5,1,1,4,2,5,4,4,4,1,2,1,4,4,5,2,1,1,3,3,4,5,1,5,4,2,1,4,3,5,5,4,5,1,4,2,5,7,6,2,2,2,5,4,5,5,7,0,0,0,0,0,0,0,0,0,0,1
1001,1,2,2,5,2,5,3,2,5,4,1,4,3,5,2,4,1,4,1,2,4,3,3,1,4,1,5,4,3,2,1,5,5,1,3,5,5,1,5,2,1,1,5,5,5,2,7,5,6,5,0,1,0,0,0,0,1,0,0,0,0
1002,4,5,2,4,1,1,3,4,5,2,1,5,1,5,2,4,5,1,5,2,2,3,3,4,1,1,4,4,2,4,1,2,3,1,1,5,4,5,1,1,7,7,5,6,1,7,2,7,4,2,0,0,0,0,0,1,0,1,0,0,0
1003,2,5,5,1,5,4,3,2,1,1,3,4,3,5,2,1,4,5,2,2,4,5,4,4,3,5,4,4,2,2,3,1,1,5,1,3,1,5,2,2,3,7,3,1,5,4,3,4,5,3,0,0,0,0,0,0,0,1,0,0,0
1004,4,1,2,1,5,1,3,4,2,4,1,5,2,2,4,1,5,4,2,2,5,3,3,2,5,5,5,4,2,2,2,5,4,2,5,4,3,5,5,5,3,1,1,1,5,7,3,7,1,4,0,1,0,0,0,0,0,0,1,0,0
1005,1,5,2,1,5,3,4,5,5,4,5,4,3,3,4,4,2,2,4,2,2,5,3,4,5,4,5,4,2,2,4,1,3,5,1,1,5,5,5,5,7,1,3,5,5,2,4,2,5,7,0,0,0,1,0,0,1,0,1,1,1
1006,1,4,2,5,2,3,1,2,5,5,4,5,2,5,4,1,4,2,3,2,4,5,4,5,1,1,1,4,4,2,1,1,1,5,5,4,4,5,1,2,3,4,5,1,2,2,3,4,6,4,0,0,0,0,0,0,0,0,0,0,0
1007,3,2,2,5,2,3,4,4,5,3,5,5,3,5,2,3,4,5,1,4,1,5,3,4,1,1,2,3,2,5,1,3,5,5,2,5,1,5,5,5,4,2,3,7,6,6,3,4,5,7,0,0,1,1,0,0,0,0,0,0,0
1008,3,4,2,5,5,2,3,5,5,2,3,5,3,5,2,4,4,3,1,5,5,5,4,2,3,1,5,4,2,1,1,3,4,1,5,5,1,4,4,5,1,5,3,4,2,5,3,7,5,2,0,0,0,0,1,0,0,0,0,1,0
1009,1,5,2,5,5,3,5,4,5,3,5,1,3,5,2,1,5,1,1,3,3,5,4,1,1,1,1,4,2,2,4,2,1,1,3,1,1,1,2,1,1,4,2,1,1,6,7,7,5,6,0,0,0,0,0,0,0,0,0,0,0
1010,4,2,2,3,2,2,5,4,5,4,1,2,1,2,2,4,4,4,4,2,3,3,3,2,5,1,1,4,4,2,1,3,5,1,5,1,3,1,1,5,7,1,2,5,5,3,5,4,5,5,0,0,0,0,1,0,0,0,0,0,0
1011,3,4,2,1,2,2,3,2,1,3,2,4,3,5,1,1,4,2,1,2,2,3,4,2,1,5,2,2,4,1,1,1,5,5,4,1,4,4,2,5,1,1,1,5,5,6,3,7,5,1,0,0,0,1,0,0,0,0,0,0,0
1012,5,4,2,1,1,4,4,5,5,3,3,4,1,5,5,3,4,1,5,2,2,5,3,4,5,5,1,4,2,2,2,1,1,3,1,5,5,5,1,4,2,5,5,3,6,3,5,2,5,6,0,0,0,0,0,0,0,0,0,0,0
1013,2,4,5,5,5,1,3,1,5,3,3,5,2,5,2,5,2,2,1,1,2,3,1,1,1,1,1,4,3,1,5,5,2,1,1,5,5,2,1,1,6,1,5,1,5,7,5,5,5,2,0,0,0,0,0,0,1,0,0,0,0
1014,4,1,1,3,1,3,3,2,1,3,4,4,2,5,3,5,2,4,1,2,2,5,3,2,1,5,1,4,1,2,3,1,4,4,1,5,2,5,2,1,2,5,5,4,2,7,3,2,2,3,0,0,0,0,0,1,0,1,0,0,0
1015,3,4,2,4,1,5,2,5,2,5,1,4,1,1,4,3,2,5,3,2,3,3,3,2,5,1,5,4,1,4,1,1,1,5,1,5,5,3,1,2,4,3,3,5,1,4,3,6,1,3,0,0,0,0,0,0,1,0,0,0,0
1016,2,1,3,1,2,4,5,4,2,2,1,1,2,2,5,5,4,4,1,2,4,3,4,4,5,1,5,3,3,2,5,5,5,5,1,1,5,1,5,1,4,1,7,3,2,5,7,3,6,2,0,0,0,0,0,0,1,0,0,0,0
1017,1,4,5,5,2,3,4,5,5,1,1,1,1,5,2,5,4,4,3,2,2,3,4,1,5,1,5,4,1,2,4,2,5,1,1,1,5,5,1,5,5,5,7,3,2,7,3,2,3,4,0,0,1,0,0,0,0,0,0,0,1
1018,4,4,2,1,5,3,3,4,4,3,5,5,3,5,3,5,2,4,5,2,4,3,3,4,1,1,4,4,1,2,2,2,1,5,5,4,1,4,2,5,7,5,2,1,4,4,3,2,5,5,0,0,0,1,0,0,0,0,0,1,0
1019,3,4,2,1,2,1,3,2,5,2,3,4,3,5,5,4,4,2,2,2,2,3,3,4,5,1,1,4,2,5,1,2,1,4,1,5,1,1,1,3,4,4,3,5,2,7,5,5,6,6,0,0,0,0,0,1,0,0,0,0,0
1020,1,4,2,4,5,3,1,1,1,1,1,5,1,5,4,1,2,1,2,4,2,3,3,2,5,3,1,3,2,1,5,4,1,5,5,5,5,1,1,4,5,4,2,5,6,3,3,5,5,6,1,0,0,0,0,1,0,0,0,0,0
1021,4,4,3,5,5,2,2,4,2,3,1,5,2,5,2,1,4,5,3,1,2,3,3,2,5,1,1,4,3,2,5,5,1,3,2,2,5,5,5,5,7,6,5,1,6,3,3,5,4,2,0,0,0,0,0,0,1,0,0,1,1
1022,1,5,2,5,5,2,3,1,2,4,1,5,3,5,3,5,2,2,3,4,2,5,5,2,5,1,1,2,2,2,4,1,1,5,1,5,5,5,2,4,7,1,2,5,5,7,4,5,4,3,0,0,0,0,0,0,1,1,0,0,1
1023,3,4,2,5,5,2,3,4,4,1,1,1,1,2,1,4,5,5,5,1,2,3,3,2,1,4,1,4,3,2,5,5,5,3,5,4,5,4,1,5,1,5,7,5,2,3,3,7,5,1,1,0,1,0,0,0,0,0,0,0,1
1024,3,1,5,5,2,3,3,2,1,3,4,5,1,2,1,4,2,2,3,5,2,2,3,1,3,5,1,4,1,3,5,1,1,1,1,4,3,5,1,4,2,6,3,5,2,3,1,5,1,2,0,0,0,0,0,0,0,0,0,0,1
1025,5,5,5,1,5,2,4,2,1,4,3,2,3,5,4,1,5,4,3,3,3,3,3,2,5,3,1,3,1,2,1,1,5,1,2,5,5,5,4,1,5,1,3,5,5,2,3,6,5,6,0,0,0,0,0,0,0,0,0,0,0
1026,3,1,2,3,2,3,1,2,5,3,1,2,3,5,1,2,4,5,2,2,5,3,5,1,5,5,1,4,2,2,5,5,1,5,1,4,1,1,4,1,4,6,2,5,2,4,3,5,5,6,0,1,0,0,0,0,0,0,0,0,1
1027,3,5,5,5,2,2,3,5,5,3,5,4,2,5,2,5,4,4,5,2,2,3,3,4,2,1,1,4,4,2,4,2,1,1,2,5,3,1,1,2,7,3,3,1,5,3,3,2,6,4,0,0,0,0,0,1,0,0,0,0,1
1028,2,4,2,3,1,5,2,2,1,3,1,5,3,2,2,4,4,2,5,1,1,5,3,2,1,1,4,4,4,1,1,2,1,1,5,1,4,4,1,5,5,1,3,7,1,5,3,7,5,6,0,0,0,0,1,0,0,0,0,0,1
1029,5,5,2,5,5,4,3,2,1,3,1,5,5,5,1,1,4,4,1,2,2,5,5,5,5,1,4,3,1,1,1,1,1,1,1,1,5,2,4,1,7,5,2,7,5,3,4,7,5,5,0,0,0,0,0,0,1,0,0,0,0
1030,4,2,2,5,5,3,5,5,5,1,1,1,3,5,5,4,2,2,2,5,2,4,3,1,5,4,1,4,4,2,2,5,5,2,3,5,1,2,1,4,2,6,3,5,6,3,5,1,1,6,0,0,1,0,0,1,0,0,0,0,0
1031,1,5,2,5,2,3,3,4,1,3,5,1,1,5,3,4,5,4,1,4,5,3,3,4,5,1,1,4,4,4,1,5,5,1,5,5,1,1,1,1,2,5,3,7,5,3,7,6,5,3,0,1,1,0,0,1,0,0,0,0,0
1032,5,2,3,1,2,4,3,5,5,5,4,4,5,1,2,1,2,4,5,5,1,2,3,2,1,1,5,4,1,2,4,5,1,5,3,1,1,1,2,3,1,6,2,5,1,7,7,1,1,6,0,1,0,0,0,0,0,0,0,0,1
1033,2,4,5,5,2,5,3,5,3,3,5,5,5,2,5,1,2,2,1,2,2,3,1,2,5,1,2,4,2,2,4,1,1,1,1,1,5,2,5,5,4,1,2,3,5,7,3,7,7,3,0,0,0,0,0,0,0,0,1,0,1
1034,3,5,3,1,5,3,4,1,1,3,1,1,3,5,2,4,4,2,5,4,1,1,3,2,1,1,1,4,4,1,4,5,5,2,2,3,5,1,5,5,3,1,1,5,2,5,7,7,1,4,0,1,0,0,0,0,1,0,1,1,1
1035,5,1,2,5,5,2,3,4,5,2,1,4,2,5,2,2,4,3,1,1,2,5,1,5,3,1,4,2,3,4,1,5,3,1,1,1,5,1,2,1,1,4,7,5,1,7,7,6,1,2,0,0,0,0,0,0,0,0,0,0,0
1036,1,1,5,4,5,4,5,2,5,3,5,5,3,5,3,3,4,4,3,4,5,3,3,2,5,5,5,4,2,2,1,1,1,2,2,4,4,5,1,1,1,6,2,1,5,3,3,7,5,1,0,0,0,0,0,0,0,0,0,0,0
